,Filename,plant_height,first_branch_height,branch_count,plant_length,first_pod_height,average_internode_length
0,IMG_0776.jpg,98.62874612185593,10.28961992563936,4,98.55141724065878,25.29453856579815,13.314112779382786
1,IMG_1066.jpg,116.4587693685788,9.301269982854993,5,116.01618373432949,15.845817207599957,5.059101205461362
2,IMG_0850.jpg,90.57603205508538,6.861124328415798,8,85.62966043510457,7.644391085103301,4.079358546656319
3,IMG_1008.jpg,106.42728114182074,18.684690516621284,5,100.70397313328036,15.333792327668263,6.690553086254981
4,IMG_1056.jpg,97.04551331783752,12.4870204259782,4,89.86433805554432,11.618995017289231,2.9933149538111694
5,IMG_0806.jpg,108.03348147340499,12.986951434586956,8,99.15124350174001,10.948578136759572,5.317083541386584
6,IMG_0882.jpg,117.49563734610511,18.570550031255348,5,111.36423460650275,14.617501461299211,5.055319654423505
7,IMG_1006.jpg,105.23982313995315,10.03351345931175,6,113.63017267571001,8.523164377724015,8.973245615562167
8,IMG_0890.jpg,97.05093781107263,9.020048869989132,4,94.4984652193086,8.539729989328741,4.862683772608618
9,IMG_0802.jpg,89.01987520219448,8.39431807409236,17,96.57392296079175,7.636796185743938,14.64192742544869
10,IMG_0580.jpg,48.295476333001254,6.62943552755438,4,47.03845439223704,6.472508108849994,2.467615218767648
11,IMG_0872.jpg,91.39011801166521,9.592756698589206,14,89.9942642588621,6.884425473298223,7.65261500387735
12,IMG_0845.jpg,94.26037674934663,11.516469064299274,6,89.0317033762392,11.131101502929717,8.932942724809573
13,IMG_0781.jpg,81.94780646032532,6.250459746721249,20,80.38768516899056,3.8460254871625614,14.992937432556818
14,IMG_0794.jpg,90.99586456289505,20.480844669462176,7,80.61474460539364,11.10844241935704,7.823716904683451
15,IMG_0790.jpg,91.41553881703105,15.319752557472915,15,81.05577286149689,14.036298580912248,8.396882785656256
16,IMG_0828.jpg,112.18694615491458,7.031773957656707,7,110.68515026269117,6.420280437070554,12.464844858580223
17,IMG_1058.jpg,131.52208224027305,10.544335373133556,10,120.7018035368584,8.333108640771462,12.52519581134204
18,IMG_1000.jpg,117.95013992841751,7.133374935643105,8,109.2769989601842,8.233186968943853,6.184027604112347
19,IMG_0870.jpg,97.2289202026757,12.7579726065884,7,89.97530032031159,11.256773236429714,4.0048373503988115
20,IMG_0814.jpg,90.10243362432104,9.159788430093341,8,84.29106335460742,7.6680531696216585,10.131680960832519
21,IMG_0888.jpg,77.53139761481141,11.70687048002753,5,68.39195410652094,9.690305584228986,7.249085084408302
22,IMG_0886.jpg,108.90596489749284,9.998423591364775,8,103.55706609728817,6.292682911281155,4.959933451158622
23,IMG_1050.jpg,103.77463551125147,12.92226523014806,9,99.42732950189331,11.664107875996033,10.07104574278526
24,IMG_0776.jpg,96.14046745973222,9.030417808832386,7,90.90775470984184,7.628704527460139,6.143602236025517
25,IMG_0767.jpg,105.78900976708684,7.776371627791687,19,98.326529939323,7.934162096606014,5.589851613617911
26,IMG_0861.jpg,94.16085270617437,13.331484590404939,11,89.55102253603198,11.755637646237897,7.438518616869893
27,IMG_1054.jpg,105.14639734658655,42.13138337710524,2,98.117526885027,38.585048005593265,3.315694176040742
